Id	username	All	User	Friend	Network	Content	Sentiment	Temporal	LanguageAgnostic
31151295		0.64	0.34	0.6	0.29	0.73	0.46	0.26	0.47	
34755858		0.49	0.44	0.34	0.49	0.54	0.32	0.45	0.47	
8839632		0.41	0.34	0.52	0.22	0.52	0.19	0.2	0.45	
713476277706031105		0.27	0.27	0.31	0.37	0.49	0.58	0.17	0.26	
1365840828		0.35	0.47	0.36	0.15	0.38	0.33	0.3	0.41	
489071292		0.2	0.12	0.28	0.16	0.27	0.18	0.25	0.23	
1322744570		0.42	0.5	0.28	0.13	0.483333333333	0.31	0.29	0.37	
39308549		0.51	0.62	0.5	0.37	0.53	0.44	0.35	0.55	
188215961		0.56	0.47	0.52	0.29	0.5	0.23	0.15	0.5	
46760929		0.32	0.31	0.33	0.35	0.45	0.26	0.13	0.39	
5950272		0.66	0.38	0.53	0.53	0.78	0.54	0.33	0.48	
196168350		0.49	0.14	0.35	0.37	0.37	0.15	0.44	0.4	
19021489		0.26	0.38	0.28	0.15	0.45	0.39	0.37	0.3	
1250379720		0.55	0.04	0.58	0.35	0.35	0.25	0.19	0.43	
219867331		0.33	0.05	0.28	0.25	0.52	0.28	0.22	0.12	
26832339		0.28	0.3	0.36	0.4	0.38	0.54	0.32	0.23	
4196528835		0.4	0.32	0.34	0.47	0.42	0.2	0.35	0.29	
15832910		0.4	0.16	0.39	0.52	0.36	0.23	0.29	0.37	
715044396		0.44	0.63	0.29	0.31	0.42	0.44	0.21	0.51	
870585560		0.32	0.13	0.35	0.27	0.37	0.15	0.36	0.29	
40140509		0.14	0.09	0.19	0.25	0.42	0.314	0.14	0.18	
20517889		0.61	0.2	0.6	0.34	0.4	0.26	0.39	0.56	
4459860733		0.43	0.58	0.5	0.43	0.44	0.54	0.33	0.41	
727327692		0.24	0.1	0.31	0.26	0.36	0.27	0.3	0.26	
3216036994		0.5	0.27	0.39	0.26	0.44	0.27	0.07	0.37	
1423825207		0.77	0.86	0.59	0.13	0.47	0.31	0.45	0.66	
501459864		0.45	0.33	0.56	0.33	0.51	0.42	0.34	0.44	
816641287		0.55	0.25	0.54	0.5	0.5	0.64	0.48	0.43	
281685471		0.3	0.15	0.24	0.42	0.39	0.33	0.27	0.22	
3288945999		0.33	0.21	0.39	0.24	0.46	0.33	0.31	0.33	
220053608		0.41	0.29	0.29	0.34	0.61	0.49	0.43	0.39	
124557619		0.34	0.06	0.34	0.18	0.36	0.26	0.18	0.25	
532844046		0.4	0.11	0.44	0.55	0.51	0.373333333333	0.43	0.25	
91882544		0.43	0.5	0.29	0.21	0.47	0.19	0.2	0.34	
799264962		0.31	0.03	0.25	0.3	0.33	0.22	0.15	0.32	
421081811		0.28	0.23	0.27	0.17	0.38	0.24	0.23	0.33	
16099749		0.24	0.09	0.18	0.08	0.4	0.36	0.22	0.14	
378680491		0.39	0.03	0.55	0.15	0.59	0.57	0.48	0.41	
758789247306313729		0.39	0.3	0.2	0.43	0.4	0.36	0.26	0.29	
234466998		0.49	0.3	0.59	0.69	0.55	0.59	0.57	0.46	
466188223		0.04	0.08	0.23	0.12	0.2	0.22	0.37	0.13	
51221938		0.18	0.14	0.44	0.37	0.36	0.4	0.35	0.29	
3022862503		0.48	0.16	0.6	0.2	0.48	0.38	0.26	0.49	
21091983		0.52	0.56	0.36	0.4	0.52	0.31	0.17	0.37	
723217917450588164		0.36	0.21	0.46	0.43	0.36	0.41	0.37	0.31	
378525804		0.18	0.01	0.24	0.18	0.45	0.34	0.2	0.15	
1880248207		0.41	0.15	0.3	0.29	0.63	0.4	0.12	0.28	
564213018		0.41	0.19	0.58	0.46	0.62	0.56	0.6	0.23	
154397666		0.33	0.07	0.23	0.45	0.41	0.24	0.17	0.15	
809571952692183041		0.26	0.16	0.35	0.4	0.31	0.28	0.44	0.26	
264765282		0.33	0.24	0.39	0.4	0.43	0.28	0.13	0.37	
337856162		0.25	0.1	0.33	0.19	0.27	0.28	0.16	0.23	
22677397		0.42	0.31	0.36	0.42	0.23	0.28	0.38	0.37	
47687096		0.5	0.28	0.36	0.29	0.47	0.3	0.17	0.39	
2389580844		0.36	0.45	0.53	0.24	0.47	0.27	0.19	0.54	
21537009		0.42	0.29	0.25	0.14	0.25	0.28	0.18	0.28	
147248694		0.35	0.28	0.39	0.35	0.43	0.37	0.2	0.18	
1250584963		0.36	0.09	0.38	0.42	0.67	0.59	0.19	0.23	
2753220014		0.57	0.47	0.32	0.4	0.43	0.233333333333	0.35	0.42	
203958453		0.15	0.24	0.24	0.09	0.25	0.09	0.19	0.23	
706734903824670720		0.53	0.38	0.87	0.45	0.48	0.65	0.52	0.39	
280326048		0.38	0.06	0.34	0.38	0.28	0.4	0.29	0.23	
2242954477		0.45	0.44	0.49	0.4	0.55	0.65	0.3	0.36	
706887538263203840		0.38	0.35	0.32	0.43	0.79	0.43	0.67	0.36	
787589187247697920		0.47	0.66	0.53	0.59	0.5	0.36	0.41	0.57	
2462505022		0.37	0.27	0.36	0.21	0.43	0.49	0.71	0.4	
1851322364		0.32	0.42	0.23	0.46	0.33	0.22	0.07	0.32	
91455048		0.26	0.03	0.29	0.35	0.32	0.16	0.12	0.22	
2974905669		0.34	0.43	0.39	0.28	0.43	0.22	0.15	0.31	
64511469		0.48	0.34	0.51	0.28	0.53	0.25	0.3	0.4	
27303015		0.29	0.32	0.23	0.17	0.34	0.39	0.14	0.32	
780829149950726144		0.39	0.29	0.35	0.49	0.58	0.4	0.46	0.38	
2912052396		0.21	0.05	0.29	0.11	0.35	0.25	0.14	0.18	
774622114729041920		0.34	0.13	0.18	0.17	0.37	0.3	0.21	0.19	
739994610798202881		0.4	0.26	0.31	0.38	0.67	0.59	0.08	0.31	
305362533		0.51	0.21	0.59	0.23	0.61	0.35	0.14	0.37	
145845797		0.22	0.15	0.29	0.22	0.36	0.13	0.25	0.21	
53698412		0.49	0.3	0.49	0.51	0.59	0.55	0.54	0.51	
19314238		0.38	0.04	0.27	0.3	0.32	0.27	0.14	0.23	
69004966		0.41	0.4	0.34	0.32	0.32	0.13	0.21	0.36	
4739845481		0.41	0.51	0.2	0.55	0.42	0.28	0.36	0.28	
16686144		0.5	0.33	0.36	0.35	0.44	0.43	0.18	0.25	
75400946		0.27	0.21	0.16	0.2	0.32	0.23	0.12	0.27	
38284349		0.55	0.65	0.4	0.42	0.56	0.42	0.67	0.48	
536542073		0.37	0.32	0.793147133651	0.41	0.83	0.81	0.79	0.42	
14511951		0.61	0.67	0.52	0.49	0.52	0.23	0.16	0.5	
2863652613		0.32	0.39	0.37	0.32	0.52	0.51	0.24	0.28	
299693451		0.31	0.34	0.38	0.45	0.56	0.1	0.21	0.29	
2459121330		0.46	0.26	0.33	0.32	0.47	0.19	0.13	0.24	
1697696533		0.25	0.12	0.29	0.24	0.37	0.47	0.17	0.24	
762284686349574144		0.43	0.23	0.31	0.54	0.43	0.33	0.33	0.24	
3320545346		0.39	0.48	0.29	0.52	0.41	0.254	0.3	0.34	
51241574		0.58	0.6	0.6	0.25	0.5	0.23	0.26	0.43	
73208930		0.37	0.34	0.05	0.41	0.45	0.51	0.31	0.34	
732201142780710913		0.53	0.55	0.793147133651	0.678333333333	0.72	0.67	0.79	0.67	
759251		0.46	0.42	0.42	0.46	0.53	0.5	0.5	0.58	
4897039492		0.59	0.64	0.41	0.44	0.46	0.29	0.1	0.45	
746939863547641857		0.55	0.25	0.28	0.24	0.49	0.27	0.25	0.29	
55100779		0.46	0.16	0.74	0.555833333333	0.64	0.68	0.44	0.45	
72194390		0.38	0.26	0.41	0.2	0.36	0.32	0.44	0.38	
807095		0.45	0.36	0.63	0.56	0.58	0.4	0.2	0.48	
233385720		0.37	0.2	0.31	0.16	0.37	0.33	0.27	0.34	
788792685356253185		0.37	0.29	0.35	0.09	0.37	0.44	0.22	0.29	
17561562		0.35	0.39	0.49	0.29	0.47	0.32	0.3	0.4	
2764242773		0.43	0.25	0.22	0.27	0.38	0.24	0.35	0.21	
557335202		0.48	0.27	0.43	0.35	0.34	0.25	0.42	0.46	
32993293		0.5	0.13	0.56	0.16	0.64	0.39	0.2	0.51	
930431917		0.2	0.06	0.27	0.21	0.37	0.13	0.24	0.27	
349832208		0.37	0.28	0.33	0.22	0.56	0.32	0.07	0.22	
704257562452086784		0.43	0.18	0.59	0.44	0.59	0.6	0.17	0.34	
16815644		0.4	0.16	0.38	0.47	0.64	0.42	0.2	0.41	
3253125358		0.33	0.43	0.19	0.28	0.23	0.25	0.19	0.33	
27404671		0.29	0.35	0.35	0.36	0.45	0.22	0.29	0.38	
4068383237		0.26	0.22	0.38	0.13	0.43	0.35	0.41	0.25	
269854728		0.49	0.42	0.793147133651	0.45	0.78	0.76	0.75	0.18	
89476066		0.54	0.53	0.49	0.37	0.41	0.4	0.14	0.54	
797982486294827009		0.28	0.3	0.29	0.2	0.26	0.3	0.06	0.21	
754485975896592384		0.44	0.13	0.27	0.26	0.47	0.34	0.26	0.27	
430925630		0.34	0.17	0.26	0.4	0.36	0.27	0.07	0.24	
818153619274993665		0.31	0.14	0.19	0.38	0.31	0.28	0.17	0.31	
408198881		0.2	0.14	0.29	0.12	0.45	0.3	0.08	0.24	
4451225532		0.41	0.16	0.39	0.39	0.54	0.3	0.37	0.33	
818851053965869060		0.35	0.35	0.25	0.4	0.36	0.31	0.1	0.39	
22047070		0.47	0.43776744186	0.63	0.47	0.65	0.36	0.61	0.51	
725444264449073152		0.42	0.4	0.48	0.17	0.4	0.33	0.22	0.51	
814969529466056705		0.46	0.34	0.27	0.56	0.42	0.33	0.17	0.3	
2804044016		0.37	0.34	0.43	0.25	0.48	0.32	0.14	0.34	
28954941		0.4	0.45	0.33	0.41	0.32	0.31	0.22	0.35	
2777995764		0.26	0.12	0.15	0.47	0.49	0.39	0.22	0.34	
721907261547749376		0.36	0.04	0.23	0.37	0.37	0.22	0.14	0.23	
822496338583486464		0.778571428571	0.783886357497	0.48	0.752642857143	0.57	0.323657550488	0.787951843463	0.64	
97739866		0.41	0.43	0.51	0.35	0.45	0.6	0.23	0.48	
1902400610		0.38	0.4	0.15	0.38	0.42	0.36	0.22	0.43	
15438913		0.54	0.47	0.43	0.53	0.55	0.48	0.5	0.46	
814220752987844609		0.26	0.21	0.17	0.21	0.3	0.22	0.675	0.25	
94260950		0.34	0.13	0.32	0.11	0.27	0.39	0.54	0.36	
780515514221068288		0.56	0.25	0.56	0.59	0.9	0.79	0.5	0.38	
29269540		0.37	0.24	0.26	0.32	0.35	0.26	0.1	0.33	
92102012		0.61	0.75	0.44	0.22	0.5	0.41	0.13	0.61	
105939126		0.45	0.15	0.35	0.22	0.54	0.24	0.12	0.3	
2444383308		0.37	0.34	0.5	0.2	0.68	0.41	0.17	0.39	
713118905431105536		0.35	0.43	0.26	0.57	0.56	0.71	0.48	0.45	
3884988372		0.42	0.14	0.27	0.41	0.41	0.34	0.31	0.4	
1209936918		0.36	0.51	0.34	0.45	0.59	0.43	0.05	0.43	
227438020		0.28	0.08	0.33	0.28	0.54	0.28	0.25	0.25	
131497030		0.55	0.54	0.34	0.44	0.46	0.44	0.43	0.58	
18812572		0.51	0.3	0.48	0.7	0.57	0.54	0.57	0.44	
3402737002		0.45	0.42	0.45	0.43	0.47	0.53	0.56	0.6	
16790718		0.17	0.1	0.26	0.13	0.19	0.18	0.12	0.19	
3419294291		0.61	0.47	0.47	0.21	0.63	0.45	0.43	0.46	
461409282		0.35	0.07	0.4	0.2	0.48	0.21	0.24	0.28	
3325053703		0.35	0.07	0.19	0.25	0.51	0.27	0.09	0.26	
14116807		0.56	0.52	0.46	0.64	0.51	0.64	0.44	0.59	
3424257933		0.27	0.09	0.08	0.13	0.42	0.2	0.21	0.11	
4808066595		0.46	0.24	0.53	0.23	0.34	0.33	0.15	0.51	
727287712957497344		0.49	0.42	0.73	0.31	0.73	0.86	0.94	0.49	
277769074		0.39	0.56	0.33	0.46	0.31	0.27	0.12	0.47	
756897157807038464		0.34	0.1	0.26	0.33	0.45	0.33	0.13	0.32	
3108351		0.5	0.43	0.51	0.43	0.61	0.52	0.31	0.51	
438848563		0.3	0.28	0.34	0.32	0.43	0.4	0.05	0.25	
22508473		0.73	0.78	0.63	0.53	0.66	0.3	0.33	0.7	
61232244		0.25	0.13	0.27	0.22	0.34	0.14	0.09	0.2	
1299769218		0.39	0.5	0.16	0.43	0.33	0.16	0.2	0.36	
1462741146		0.42	0.29	0.23	0.44	0.35	0.26	0.22	0.28	
50094643		0.45	0.63	0.43	0.38	0.44	0.25	0.25	0.54	
185505217		0.66	0.3	0.61	0.36	0.5	0.39	0.11	0.48	
9567972		0.4	0.13	0.42	0.46	0.56	0.24	0.25	0.31	
108465379		0.57	0.61	0.44	0.37	0.32	0.12	0.07	0.5	
176909116		0.54	0.09	0.45	0.31	0.38	0.38	0.33	0.4	
14515799		0.5	0.43	0.34	0.35	0.46	0.33	0.24	0.41	
169208324		0.41	0.29	0.28	0.48	0.52	0.32	0.23	0.38	
3114654839		0.42	0.28	0.62	0.2	0.42	0.57	0.36	0.44	
44951059		0.5	0.27	0.63	0.61	0.64	0.51	0.58	0.5	
845688781		0.08	0.0	0.22	0.15	0.16	0.36	0.18	0.15	
803320904411267072		0.38	0.41	0.44	0.3	0.58	0.41	0.36	0.37	
755929956647968768		0.38	0.27	0.22	0.21	0.3	0.35	0.19	0.41	
2185554632		0.68	0.39	0.61	0.57	0.535	0.26	0.34	0.53	
3071765029		0.37	0.26	0.23	0.39	0.37	0.21	0.23	0.28	
2474056040		0.4	0.43	0.4	0.35	0.55	0.43	0.54	0.31	
47718238		0.48	0.12	0.65	0.48	0.71	0.74	0.88	0.48	
715362916229259266		0.36	0.27	0.39	0.21	0.5	0.35	0.39	0.33	
438213306		0.29	0.03	0.31	0.28	0.34	0.22	0.08	0.25	
761413374416683008		0.33	0.29	0.27	0.51	0.36	0.21	0.36	0.4	
3090939294		0.36	0.54	0.35	0.51	0.42	0.47	0.39	0.35	
164108194		0.44	0.3	0.42	0.48	0.62	0.33	0.17	0.35	
935605250		0.37	0.33	0.54	0.49	0.42	0.49	0.29	0.52	
702259658199666688		0.36	0.09	0.53	0.11	0.47	0.47	0.3	0.37	
4530031518		0.61	0.53	0.44	0.45	0.48	0.46	0.45	0.56	
4720357461		0.33	0.38	0.4	0.27	0.5	0.34	0.42	0.38	
759801671643910144		0.42	0.39	0.61	0.34	0.5	0.37	0.64	0.36	
2155949312		0.34	0.39	0.21	0.13	0.48	0.17	0.26	0.22	
36689983		0.64	0.58	0.8	0.5	0.7	0.82	0.84	0.64	
242618658		0.61	0.58	0.39	0.42	0.44	0.49	0.37	0.49	
4727891668		0.53	0.71	0.793147133651	0.68	0.89	0.84	0.65	0.31	
58925278		0.3	0.2	0.49	0.27	0.43	0.26	0.28	0.25	
2836421		0.47	0.35	0.62	0.43	0.52	0.29	0.15	0.48	
363332278		0.52	0.56	0.55	0.14	0.55	0.54	0.59	0.45	
784760554560839684		0.26	0.44	0.36	0.35	0.36	0.47	0.63	0.21	
437997389		0.21	0.14	0.2	0.36	0.29	0.21	0.25	0.09	
44002861		0.49	0.42	0.32	0.44	0.43	0.46	0.51	0.35	
2334312147		0.41	0.28	0.53	0.37	0.51	0.38	0.36	0.44	
59838665		0.25	0.08	0.2	0.39	0.26	0.16	0.24	0.14	
595827420		0.21	0.12	0.33	0.35	0.47	0.25	0.1	0.21	
82530769		0.31	0.29	0.793147133651	0.64	0.85	0.82	0.86	0.22	
193158134		0.65	0.33	0.61	0.25	0.38	0.29	0.13	0.62	
783781681433944066		0.21	0.13	0.46	0.12	0.37	0.11	0.39	0.29	
451491354		0.38	0.3	0.36	0.4	0.43	0.29	0.19	0.35	
4627221853		0.43	0.39	0.44	0.48	0.4	0.31	0.22	0.38	
41612682		0.24	0.13	0.16	0.13	0.33	0.26	0.16	0.13	
147202461		0.34	0.21	0.37	0.27	0.46	0.35	0.35	0.38	
20479813		0.51	0.51	0.54	0.62	0.35	0.08	0.23	0.52	
156636361		0.3	0.13	0.23	0.38	0.58	0.25	0.12	0.21	
4306263074		0.54	0.31	0.29	0.6	0.43	0.47	0.32	0.48	
3642572538		0.24	0.1	0.26	0.11	0.35	0.31	0.3	0.31	
14957147		0.6	0.51	0.4	0.4	0.38	0.22	0.26	0.5	
46168593		0.23	0.18	0.11	0.28	0.41	0.38	0.2	0.13	
3318042248		0.4	0.27	0.41	0.39	0.35	0.3	0.11	0.41	
4345685308		0.39	0.2	0.34	0.18	0.29	0.35	0.31	0.28	
1697840138		0.32	0.41	0.36	0.21	0.43	0.26	0.48	0.27	
14839147		0.43	0.36	0.45	0.44	0.38	0.21	0.24	0.36	
164269738		0.23	0.02	0.3	0.16	0.38	0.23	0.18	0.18	
194855672		0.43	0.17	0.43	0.37	0.42	0.32	0.28	0.33	
53664305		0.29	0.03	0.31	0.18	0.32	0.13	0.09	0.23	
3070655398		0.33	0.22	0.41	0.45	0.54	0.59	0.47	0.3	
1581128899		0.32	0.25	0.21	0.46	0.36	0.38	0.22	0.3	
743869197273292800		0.48	0.22	0.49	0.51	0.25	0.22	0.5	0.4	
3534121456		0.48	0.34	0.36	0.18	0.5	0.33	0.51	0.36	
3070209746		0.33	0.35	0.25	0.13	0.47	0.23	0.36	0.31	
2892113915		0.31	0.04	0.28	0.26	0.31	0.24	0.12	0.25	
3403262584		0.41	0.27	0.34	0.17	0.51	0.15	0.03	0.23	
15207668		0.53	0.68	0.49	0.37	0.43	0.25	0.26	0.57	
4508748797		0.4	0.11	0.32	0.39	0.52	0.35	0.12	0.35	
564648532		0.34	0.03	0.41	0.19	0.4	0.25	0.4	0.21	
47285504		0.54	0.32	0.55	0.39	0.41	0.17	0.34	0.56	
346758295		0.18	0.06	0.35	0.29	0.23	0.29	0.16	0.2	
2888734385		0.26	0.16	0.13	0.26	0.37	0.3	0.11	0.29	
2802616144		0.31	0.29	0.35	0.16	0.32	0.25	0.11	0.25	
34991028		0.52	0.43	0.46	0.32	0.37	0.27	0.09	0.54	
474054440		0.44	0.1	0.29	0.6	0.5	0.42	0.24	0.31	
1421384396		0.3	0.39	0.32	0.28	0.45	0.32	0.25	0.33	
586724399		0.42	0.09	0.28	0.24	0.513333333333	0.12	0.07	0.22	
3074371177		0.38	0.14	0.3	0.48	0.36	0.14	0.25	0.46	
11856032		0.47	0.4	0.49	0.35	0.37	0.17	0.1	0.44	
411945455		0.37	0.25	0.24	0.49	0.27	0.23	0.22	0.39	
46885459		0.22	0.06	0.19	0.32	0.25	0.42	0.27	0.17	
25101996		0.47	0.46	0.27	0.45	0.52	0.13	0.36	0.43	
757731953281904640		0.46	0.54	0.27	0.61	0.37	0.29	0.09	0.33	
55829777		0.3	0.16	0.26	0.23	0.48	0.25	0.31	0.27	
65678753		0.34	0.14	0.25	0.43	0.32	0.18	0.24	0.25	
3254524106		0.37	0.44	0.54	0.14	0.42	0.3	0.48	0.32	
28119472		0.3	0.08	0.54	0.66	0.54	0.405	0.67	0.19	
61313593		0.3	0.2	0.28	0.26	0.34	0.32	0.1	0.24	
19863261		0.45	0.52	0.24	0.24	0.35	0.24	0.26	0.4	
1706388121		0.35	0.32	0.26	0.11	0.44	0.59	0.3	0.34	
20274806		0.33	0.16	0.53	0.11	0.41	0.44	0.29	0.3	
714235834463981568		0.41	0.32	0.27	0.27	0.32	0.27	0.29	0.23	
703701473855721472		0.43	0.13	0.22	0.48	0.47	0.14	0.32	0.29	
751214924		0.46	0.4	0.2	0.48	0.48	0.28	0.43	0.42	
215589480		0.25	0.03	0.16	0.09	0.33	0.3	0.18	0.18	
197111814		0.23	0.11	0.29	0.31	0.33	0.26	0.13	0.22	
709196385594126336		0.3	0.14	0.33	0.34	0.41	0.32	0.36	0.35	
3219740900		0.43	0.38	0.43	0.34	0.5	0.37	0.14	0.36	
3325439054		0.37	0.22	0.3	0.39	0.59	0.16	0.24	0.39	
1860953034		0.36	0.27	0.24	0.45	0.42	0.25	0.26	0.39	
856490520		0.35	0.3	0.2	0.2	0.4	0.435	0.15	0.2	
1336027442		0.33	0.11	0.31	0.24	0.5	0.24	0.48	0.24	
176406752		0.41	0.57	0.12	0.36	0.49	0.22	0.08	0.36	
4576799353		0.37	0.34	0.3	0.37	0.48	0.48	0.35	0.31	
25924436		0.35	0.25	0.3	0.39	0.34	0.29	0.22	0.27	
4859290759		0.45	0.41	0.44	0.29	0.37	0.28	0.21	0.42	
17919393		0.53	0.32	0.52	0.35	0.52	0.23	0.27	0.53	
796561703215529984		0.48	0.56	0.39	0.24	0.52	0.32	0.31	0.44	
2534165653		0.31	0.16	0.3	0.27	0.44	0.17	0.2	0.19	
720911684		0.2	0.05	0.35	0.53	0.33	0.38	0.31	0.24	
3104545022		0.36	0.38	0.38	0.3	0.34	0.36	0.18	0.36	
36313598		0.34	0.26	0.35	0.39	0.42	0.24	0.32	0.35	
4925297555		0.36	0.24	0.33	0.35	0.42	0.27	0.13	0.27	
194608309		0.8	0.64	0.39	0.524833333333	0.76	0.6	0.39	0.64	
794699195634642944		0.24	0.13	0.3	0.16	0.51	0.23	0.16	0.35	
2879850911		0.31	0.28	0.4	0.21	0.33	0.29	0.13	0.42	
908203088		0.57	0.57	0.66	0.28	0.41	0.33	0.29	0.58	
20544048		0.38	0.05	0.35	0.33	0.32	0.15	0.2	0.21	
122207745		0.46	0.35	0.54	0.22	0.53	0.63	0.55	0.47	
757663074		0.26	0.18	0.33	0.15	0.35	0.33	0.16	0.33	
1512098724		0.41	0.28	0.42	0.26	0.45	0.4	0.6	0.44	
896258742		0.37	0.34	0.37	0.36	0.24	0.32	0.19	0.39	
3251226162		0.45	0.6	0.62	0.42	0.39	0.74	0.53	0.59	
2302191793		0.45	0.4	0.37	0.44	0.47	0.4	0.35	0.38	
99095270		0.36	0.21	0.28	0.34	0.43	0.19	0.2	0.32	
1069185114		0.29	0.2	0.27	0.39	0.44	0.35	0.19	0.34	
20287322		0.35	0.09	0.37	0.34	0.63	0.35	0.36	0.24	
220240498		0.55	0.45	0.44	0.54	0.69	0.36	0.34	0.45	
785301925457760256		0.2	0.35	0.39	0.35	0.29	0.51	0.55	0.26	
71609345		0.23	0.17	0.22	0.19	0.36	0.21	0.17	0.22	
14934964		0.39	0.06	0.3	0.23	0.45	0.16	0.1	0.28	
19173608		0.72	0.56	0.58	0.43	0.46	0.27	0.05	0.51	
3308254063		0.35	0.29	0.35	0.45	0.52	0.27	0.2	0.25	
765558559480356864		0.23	0.21	0.38	0.42	0.3	0.41	0.23	0.39	
16710420		0.54	0.54	0.3	0.27	0.31	0.28	0.23	0.52	
756303686175891456		0.58	0.32	0.53	0.35	0.55	0.38	0.45	0.46	
140191846		0.38	0.04	0.28	0.26	0.44	0.32	0.14	0.23	
1719678079		0.13	0.29	0.26	0.29	0.32	0.55	0.47	0.28	
264935205		0.35	0.16	0.39	0.44	0.55	0.25	0.24	0.3	
124631538		0.13	0.08	0.47	0.16	0.37	0.31	0.24	0.23	
529959846		0.29	0.05	0.2	0.36	0.35	0.14	0.33	0.22	
66685550		0.24	0.15	0.09	0.2	0.54	0.28	0.11	0.14	
161649196		0.34	0.12	0.14	0.32	0.4	0.27	0.32	0.2	
522790836		0.24	0.07	0.45	0.12	0.5	0.35	0.52	0.22	
2332811594		0.23	0.07	0.19	0.09	0.4	0.23	0.15	0.17	
90028390		0.61	0.36	0.793147133651	0.79	0.76	0.83	0.8	0.5375	
60815392		0.47	0.1	0.42	0.16	0.62	0.3	0.28	0.19	
29442313		0.51	0.39	0.46	0.44	0.39	0.55	0.18	0.35	
45049873		0.31	0.21	0.17	0.41	0.24	0.42	0.23	0.29	
2158000429		0.36	0.17	0.22	0.23	0.51	0.47	0.27	0.17	
3295715749		0.39	0.28	0.28	0.24	0.4	0.3	0.28	0.33	
35211401		0.28	0.24	0.29	0.2	0.37	0.23	0.27	0.28	
1216957902		0.42	0.63	0.49	0.46	0.54	0.25	0.48	0.42	
18568363		0.55	0.25	0.63	0.29	0.5	0.49	0.65	0.44	
1283858198		0.29	0.18	0.33	0.11	0.59	0.24	0.32	0.18	
15956846		0.36	0.1	0.33	0.11	0.418	0.45	0.33	0.19	
347627434		0.52	0.57	0.58	0.31	0.45	0.22	0.41	0.61	
1210332085		0.33	0.28	0.45	0.34	0.45	0.35	0.24	0.39	
587781450		0.62	0.57	0.72	0.38	0.450833333333	0.35	0.47	0.69	
3763577115		0.33	0.28	0.35	0.51	0.44	0.23	0.2	0.21	
2843980425		0.28	0.32	0.26	0.22	0.4	0.42	0.16	0.32	
538683858		0.37	0.07	0.37	0.57	0.54	0.44	0.41	0.43	
17934812		0.38	0.32	0.42	0.33	0.35	0.24	0.42	0.36	
78523300		0.62	0.44	0.54	0.52	0.31	0.22	0.22	0.47	
1918263128		0.57	0.54	0.68	0.41	0.47	0.27	0.28	0.55	
88799435		0.27	0.36	0.46	0.29	0.3	0.34	0.09	0.33	
320252434		0.43	0.21	0.31	0.29	0.49	0.28	0.07	0.41	
852111510		0.69	0.73	0.43	0.36	0.43	0.22	0.16	0.54	
18320938		0.36	0.45	0.33	0.23	0.39	0.19	0.15	0.38	
3057954007		0.23	0.12	0.18	0.24	0.32	0.17	0.22	0.22	
282261125		0.29	0.06	0.25	0.46	0.44	0.2	0.14	0.28	
3031294189		0.36	0.18	0.21	0.44	0.51	0.25	0.18	0.32	
781205906583203842		0.17	0.15	0.23	0.13	0.31	0.31	0.28	0.25	
2941215106		0.43	0.48	0.31	0.11	0.46	0.39	0.42	0.4	
14230524		0.57	0.7	0.33	0.63	0.54	0.41	0.15	0.58	
389486216		0.28	0.17	0.34	0.61	0.26	0.48	0.24	0.38	
3302766727		0.35	0.12	0.38	0.46	0.35	0.43	0.18	0.26	
550987205		0.43	0.71	0.4	0.46	0.41	0.4	0.4	0.53	
2381651778		0.31	0.08	0.36	0.14	0.48	0.204	0.17	0.26	
574017058		0.54	0.54	0.48	0.52	0.75	0.26	0.21	0.62	
48638828		0.37	0.18	0.47	0.19	0.47	0.2	0.47	0.25	
3243328102		0.41	0.11	0.3	0.23	0.38	0.31	0.64	0.28	
782471670539747328		0.28	0.26	0.41	0.16	0.33	0.21	0.16	0.31	
15772453		0.53	0.68	0.49	0.5	0.4	0.21	0.35	0.55	
341862419		0.42	0.29	0.57	0.57	0.53	0.53	0.45	0.48	
3281178223		0.26	0.08	0.3	0.37	0.42	0.33	0.4	0.24	
23362545		0.3	0.18	0.61	0.27	0.28	0.51	0.16	0.38	
793148571390476289		0.28	0.05	0.21	0.23	0.36	0.19	0.39	0.33	
16117033		0.5	0.28	0.51	0.27	0.55	0.42	0.23	0.51	
15291089		0.24	0.23	0.41	0.21	0.38	0.32	0.14	0.16	
3094575918		0.38	0.47	0.36	0.3	0.42	0.29	0.08	0.41	
2150927341		0.43	0.23	0.32	0.37	0.41	0.44	0.23	0.24	
539721796		0.41	0.54	0.26	0.4	0.48	0.47	0.12	0.47	
54385024		0.23	0.06	0.17	0.25	0.36	0.19	0.22	0.2	
763127590932602880		0.59	0.52	0.67	0.49	0.45	0.45	0.39	0.56	
20389813		0.31	0.1	0.03	0.44	0.56	0.49	0.51	0.06	
507597672		0.39	0.14	0.35	0.15	0.41	0.27	0.33	0.18	
552241380		0.31	0.21	0.27	0.33	0.34	0.36	0.07	0.29	
1319451919		0.6	0.58	0.793147133651	0.67	0.81	0.75	0.79	0.55	
33249466		0.39	0.29	0.45	0.47	0.49	0.37	0.28	0.41	
772373105201340416		0.42	0.43	0.61	0.49	0.59	0.27	0.36	0.46	
249913115		0.15	0.02	0.26	0.12	0.18	0.42	0.1	0.09	
494344928		0.45	0.1	0.71	0.67	0.38	0.68	0.28	0.16	
16139649		0.29	0.39	0.18	0.16	0.39	0.12	0.19	0.17	
