userID	username	All	User	Friend	Network	Content	Sentiment	Temporal	LanguageAgnostic
88273330		0.37	0.24	0.34	0.36	0.64	0.56	0.36	0.33	
17379398		0.3	0.11	0.14	0.1	0.4	0.23	0.1	0.18	
259147714		0.15	0.17	0.06	0.03	0.19	0.02	0.15	0.11	
2816364947		0.39	0.26	0.39	0.29	0.36	0.35	0.19	0.37	
3358431453		0.29	0.05	0.22	0.28	0.41	0.22	0.26	0.28	
400073304		0.39	0.4	0.27	0.43	0.34	0.36	0.51	0.25	
4824422625		0.54	0.63	0.37	0.36	0.26	0.25	0.18	0.53	
1267142234		0.58	0.38	0.53	0.27	0.44	0.54	0.6	0.46	
201927628		0.33	0.23	0.42	0.25	0.45	0.33	0.28	0.29	
2253860190		0.38	0.27	0.31	0.38	0.45	0.31	0.13	0.3	
34886325		0.34	0.19	0.35	0.18	0.41	0.4	0.23	0.28	
48734245		0.29	0.1	0.33	0.28	0.47	0.23	0.28	0.15	
832113828		0.54	0.35	0.52	0.45	0.47	0.46	0.53	0.38	
264732561		0.45	0.39	0.48	0.4	0.48	0.43	0.24	0.51	
1057645927		0.43	0.2	0.27	0.28	0.27	0.37	0.5	0.31	
2447622097		0.47	0.69	0.56	0.43	0.58	0.38	0.63	0.5	
3499636752		0.35	0.34	0.29	0.51	0.47	0.49	0.38	0.33	
49606484		0.44	0.2	0.31	0.35	0.54	0.28	0.33	0.4	
2748845459		0.3	0.09	0.13	0.06	0.36	0.26	0.11	0.09	
3075298197		0.31	0.11	0.27	0.36	0.33	0.37	0.15	0.17	
34412958		0.36	0.28	0.11	0.29	0.38	0.25	0.08	0.26	
910728050		0.27	0.17	0.44	0.43	0.4	0.39	0.65	0.32	
705899613681807360		0.3	0.02	0.45	0.26	0.3	0.52	0.18	0.24	
759354603750191104		0.41	0.45	0.39	0.28	0.55	0.54	0.52	0.34	
720071966724661248		0.32	0.27	0.25	0.24	0.23	0.29	0.37	0.34	
301733414		0.39	0.28	0.54	0.27	0.48	0.46	0.39	0.31	
1259393028		0.43	0.31	0.41	0.31	0.48	0.2	0.55	0.38	
120333328		0.24	0.12	0.45	0.3	0.42	0.29	0.45	0.19	
398433535		0.13	0.03	0.2	0.15	0.22	0.29	0.27	0.15	
2774828070		0.63	0.82	0.57	0.21	0.49	0.32	0.35	0.6	
1940729918		0.42	0.13	0.38	0.1	0.43	0.31	0.45	0.17	
19418408		0.34	0.21	0.32	0.33	0.43	0.38	0.3	0.26	
780882356315971584		0.52	0.67	0.5	0.44	0.57	0.57	0.79	0.63	
470037777		0.23	0.13	0.21	0.4	0.42	0.28	0.49	0.41	
2691413100		0.31	0.18	0.18	0.14	0.39	0.3	0.19	0.32	
4875352630		0.46	0.37	0.35	0.31	0.4	0.37	0.34	0.36	
39502036		0.75	0.81	0.57	0.6	0.7	0.48	0.06	0.6	
2752192451		0.37	0.32	0.28	0.35	0.52	0.12	0.04	0.26	
16106016		0.31	0.11	0.2	0.41	0.27	0.17	0.17	0.25	
49465966		0.28	0.3	0.29	0.43	0.49	0.34	0.39	0.24	
176081577		0.42	0.19	0.37	0.31	0.48	0.34	0.18	0.3	
242527201		0.26	0.12	0.29	0.27	0.35	0.22	0.2	0.35	
523986537		0.51	0.51	0.57	0.26	0.64	0.58	0.7	0.37	
452567693		0.32	0.2	0.35	0.33	0.43	0.17	0.19	0.4	
211499356		0.12	0.13	0.09	0.26	0.27	0.34	0.21	0.14	
2376596682		0.42	0.4	0.34	0.37	0.4	0.25	0.32	0.38	
323085742		0.32	0.14	0.3	0.36	0.42	0.4	0.22	0.26	
727104075762913281		0.59	0.46	0.32	0.21	0.47	0.29	0.37	0.47	
459352886		0.29	0.05	0.18	0.3	0.36	0.05	0.15	0.17	
21067606		0.19	0.11	0.34	0.27	0.16	0.39	0.17	0.19	
70125620		0.35	0.2	0.26	0.65	0.44	0.36	0.3	0.28	
746108693838766080		0.26	0.62	0.26	0.53	0.24	0.34	0.57	0.28	
775695363109949440		0.25	0.21	0.17	0.05	0.34	0.23	0.27	0.2	
722420172124852224		0.37	0.19	0.3	0.37	0.37	0.17	0.32	0.33	
3306485451		0.55	0.18	0.41	0.58	0.58	0.37	0.12	0.41	
788431000682500096		0.4	0.44	0.31	0.31	0.44	0.47	0.35	0.32	
2750309806		0.34	0.23	0.27	0.19	0.28	0.17	0.19	0.25	
778472879683801088		0.49	0.58	0.46	0.19	0.53	0.44	0.67	0.46	
159212496		0.51	0.5	0.34	0.26	0.39	0.36	0.22	0.49	
4521330855		0.66	0.61	0.59	0.51	0.59	0.54	0.53	0.49	
238997174		0.27	0.26	0.41	0.48	0.38	0.38	0.4	0.3	
1592453774		0.52	0.38	0.5	0.2	0.52	0.47	0.71	0.47	
3118408286		0.4	0.24	0.4	0.47	0.5	0.46	0.32	0.4	
99579410		0.16	0.03	0.13	0.06	0.25	0.22	0.21	0.17	
765306808978202626		0.31	0.38	0.37	0.5	0.41	0.2	0.29	0.36	
240682764		0.27	0.04	0.31	0.36	0.37	0.206666666667	0.23	0.23	
1345660627		0.26	0.21	0.41	0.36	0.48	0.45	0.28	0.31	
75955321		0.29	0.19	0.19	0.26	0.38	0.37	0.51	0.22	
756487232484106241		0.33	0.57	0.45	0.3	0.45	0.63	0.75	0.38	
2424473414		0.28	0.18	0.12	0.19	0.4	0.08	0.09	0.31	
707564824859783168		0.3	0.02	0.17	0.33	0.46	0.26	0.08	0.19	
223666042		0.23	0.07	0.29	0.45	0.38	0.27	0.37	0.2	
54479718		0.23	0.13	0.15	0.39	0.36	0.14	0.22	0.15	
438827648		0.28	0.02	0.49	0.21	0.26	0.36	0.23	0.17	
1347984576		0.34	0.26	0.38	0.27	0.43	0.61	0.58	0.42	
702229568812412929		0.34	0.25	0.28	0.17	0.32	0.39	0.14	0.32	
767820973		0.2	0.13	0.24	0.2	0.37	0.32	0.07	0.2	
1238520968		0.42	0.32	0.35	0.44	0.51	0.38	0.23	0.34	
29801410		0.52	0.39	0.42	0.658333333333	0.62	0.69	0.81	0.31	
746758787436994560		0.31	0.22	0.21	0.26	0.32	0.24	0.24	0.4	
418320988		0.3	0.18	0.29	0.35	0.54	0.26	0.15	0.33	
181697257		0.14	0.09	0.26	0.17	0.35	0.29	0.23	0.19	
52794434		0.35	0.33	0.18	0.38	0.47	0.21	0.29	0.32	
3345484813		0.52	0.42	0.31	0.38	0.36	0.19	0.22	0.42	
50043356		0.42	0.38	0.37	0.47	0.57	0.34	0.33	0.46	
4883584173		0.33	0.26	0.27	0.5	0.48	0.55	0.32	0.28	
2638077076		0.36	0.04	0.34	0.39	0.43	0.27	0.09	0.25	
776167851099099137		0.4	0.06	0.39	0.22	0.35	0.32	0.42	0.27	
20681749		0.41	0.14	0.5	0.43	0.35	0.41	0.43	0.4	
3239029664		0.34	0.22	0.2	0.13	0.51	0.27	0.22	0.2	
2553345841		0.46	0.53	0.48	0.27	0.42	0.42	0.56	0.48	
785261966080217088		0.34	0.22	0.41	0.48	0.31	0.4	0.17	0.42	
232341555		0.25	0.21	0.21	0.13	0.41	0.34	0.19	0.29	
725074852596580353		0.21	0.2	0.29	0.23	0.36	0.2175	0.41	0.31	
714115470731784192		0.31	0.14	0.22	0.5	0.49	0.25	0.34	0.39	
78673069		0.31	0.13	0.19	0.31	0.3	0.21	0.17	0.12	
3112345673		0.48	0.42	0.6	0.42	0.53	0.6	0.85	0.5	
959349781		0.43	0.55	0.28	0.53	0.48	0.31	0.1	0.43	
971718576		0.49	0.35	0.48	0.52	0.68	0.62	0.65	0.41	
24226617		0.31	0.17	0.25	0.26	0.29	0.24	0.23	0.17	
2934033061		0.54	0.33	0.61	0.61	0.46	0.35	0.25	0.55	
777126939605684225		0.53	0.61	0.45	0.49	0.39	0.37	0.37	0.51	
2651159225		0.22	0.02	0.27	0.26	0.42	0.29	0.17	0.26	
144773286		0.33	0.1	0.25	0.16	0.57	0.77	0.31	0.2	
785623230862200832		0.3	0.21	0.38	0.23	0.31	0.3	0.3	0.3	
409957362		0.44	0.2	0.47	0.21	0.38	0.4	0.26	0.3	
146344101		0.39	0.3	0.43	0.28	0.49	0.49	0.64	0.37	
758222556		0.35	0.29	0.34	0.22	0.43	0.26	0.36	0.42	
111800440		0.31	0.12	0.23	0.58	0.37	0.35	0.12	0.33	
788500118324469760		0.23	0.13	0.33	0.4	0.48	0.48	0.37	0.26	
27665506		0.29	0.26	0.15	0.38	0.49	0.17	0.32	0.19	
4787266529		0.41	0.31	0.24	0.35	0.4	0.39	0.34	0.32	
56383613		0.43	0.2	0.48	0.34	0.45	0.58	0.56	0.43	
2747676402		0.31	0.07	0.24	0.35	0.35	0.2	0.3	0.37	
785348546459496448		0.3	0.15	0.33	0.19	0.43	0.24	0.23	0.26	
703644811023118337		0.35	0.2	0.44	0.43	0.36	0.49	0.44	0.25	
4048852873		0.42	0.35	0.24	0.34	0.62	0.19	0.18	0.31	
2877335481		0.44	0.42	0.66	0.33	0.5	0.46	0.77	0.47	
537765788		0.32	0.23	0.29	0.31	0.46	0.41	0.32	0.27	
205028527		0.32	0.05	0.26	0.2	0.52	0.32	0.09	0.17	
1597555874		0.42	0.5	0.39	0.16	0.42	0.436666666667	0.15	0.39	
244318780		0.21	0.09	0.44	0.1	0.32	0.27	0.32	0.24	
72724285		0.33	0.33	0.14	0.15	0.43	0.23	0.24	0.21	
31916862		0.42	0.38	0.46	0.18	0.56	0.46	0.36	0.35	
17769201		0.3	0.32	0.19	0.14	0.32	0.37	0.31	0.32	
322005131		0.37	0.41	0.24	0.53	0.45	0.21	0.37	0.35	
2987929881		0.42	0.43	0.36	0.38	0.4	0.51	0.34	0.39	
208505016		0.38	0.43	0.33	0.44	0.49	0.44	0.33	0.37	
746772082155995136		0.33	0.2	0.53	0.23	0.51	0.43	0.38	0.36	
4796109501		0.62	0.67	0.5	0.28	0.51	0.59	0.77	0.4	
247860908		0.21	0.26	0.29	0.39	0.37	0.27	0.11	0.28	
362139965		0.23	0.1	0.3	0.17	0.52	0.36	0.12	0.16	
410076442		0.47	0.54	0.26	0.44	0.46	0.35	0.32	0.4	
3678420496		0.3	0.18	0.28	0.22	0.37	0.43	0.37	0.29	
57529994		0.22	0.22	0.32	0.29	0.44	0.21	0.08	0.36	
64914038		0.41	0.38	0.34	0.37	0.46	0.26	0.21	0.23	
775417828161810434		0.25	0.2	0.23	0.18	0.43	0.33	0.14	0.2	
20662800		0.22	0.24	0.31	0.3	0.44	0.22	0.38	0.22	
155054251		0.21	0.1	0.32	0.15	0.3	0.13	0.19	0.21	
3320162235		0.5	0.29	0.65	0.5	0.47	0.38	0.22	0.52	
266721397		0.47	0.47	0.62	0.45	0.54	0.59	0.75	0.43	
4501459398		0.36	0.25	0.28	0.3	0.42	0.25	0.1	0.28	
1143033450		0.37	0.14	0.44	0.31	0.46	0.39	0.43	0.35	
787684256499769344		0.47	0.11	0.27	0.48	0.58	0.26	0.33	0.28	
310643025		0.45	0.16	0.38	0.28	0.48	0.23	0.18	0.31	
274891222		0.55	0.65	0.54	0.57	0.43	0.28	0.36	0.48	
584250571		0.25	0.1	0.23	0.36	0.46	0.21	0.26	0.18	
3012932259		0.32	0.06	0.31	0.31	0.47	0.31	0.11	0.36	
3468586467		0.36	0.37	0.25	0.6	0.51	0.42	0.52	0.37	
28034749		0.34	0.14	0.2	0.33	0.4	0.27	0.34	0.22	
784156112853602304		0.35	0.19	0.42	0.5	0.42	0.374	0.46	0.35	
978338100		0.38	0.41	0.47	0.3	0.55	0.44	0.22	0.52	
1337701074		0.46	0.42	0.23	0.41	0.51	0.3	0.42	0.33	
783415404270067712		0.33	0.44	0.39	0.16	0.55	0.48	0.54	0.28	
786286150528950272		0.36	0.32	0.41	0.21	0.41	0.27	0.4	0.44	
1475664978		0.33	0.15	0.22	0.27	0.41	0.17	0.28	0.27	
2338823611		0.33	0.33	0.47	0.29	0.39	0.49	0.39	0.27	
1604396971		0.31	0.28	0.29	0.28	0.41	0.38	0.15	0.29	
1561539391		0.36	0.32	0.36	0.52	0.45	0.39	0.28	0.46	
792848107012632576		0.38	0.47	0.44	0.23	0.31	0.24	0.38	0.41	
712762661776322561		0.31	0.35	0.23	0.54	0.42	0.25	0.47	0.4	
1625607110		0.18	0.04	0.34	0.35	0.34	0.24	0.06	0.2	
3000731108		0.35	0.46	0.43	0.43	0.56	0.58	0.45	0.32	
118708596		0.21	0.19	0.27	0.3	0.16	0.17	0.18	0.27	
338120667		0.32	0.21	0.25	0.36	0.45	0.36	0.26	0.27	
16371169		0.35	0.24	0.21	0.35	0.43	0.23	0.34	0.2	
2867786359		0.26	0.09	0.25	0.41	0.41	0.32	0.24	0.21	
930988064		0.36	0.38	0.5	0.4	0.54	0.55	0.63	0.25	
1601751318		0.34	0.47	0.31	0.14	0.3	0.32	0.17	0.29	
1426710036		0.55	0.57	0.53	0.5	0.44	0.49	0.54	0.53	
1553531790		0.37	0.25	0.36	0.38	0.52	0.55	0.16	0.22	
414563038		0.36	0.24	0.37	0.54	0.33	0.3	0.34	0.38	
789876171030732800		0.28	0.2	0.38	0.3	0.33	0.23	0.36	0.38	
2389476140		0.35	0.14	0.22	0.5	0.34	0.23	0.3	0.28	
1695217200		0.4	0.23	0.39	0.48	0.5	0.41	0.36	0.34	
725683704337719296		0.28	0.12	0.27	0.32	0.44	0.29	0.23	0.2	
3225075195		0.36	0.04	0.21	0.48	0.39	0.48	0.23	0.27	
1283874588		0.35	0.44	0.17	0.51	0.43	0.29	0.36	0.41	
2769315279		0.39	0.3	0.26	0.36	0.5	0.24	0.32	0.28	
343124987		0.53	0.26	0.6	0.41	0.51	0.49	0.44	0.48	
1911047845		0.37	0.16	0.44	0.19	0.46	0.44	0.25	0.28	
2437505030		0.54	0.42	0.42	0.4	0.49	0.51	0.19	0.35	
260472621		0.24	0.09	0.18	0.23	0.21	0.35	0.43	0.21	
3589220899		0.38	0.3	0.5	0.13	0.37	0.37	0.14	0.41	
144495813		0.31	0.07	0.45	0.41	0.45	0.5	0.38	0.33	
2415253009		0.29	0.24	0.29	0.21	0.39	0.1	0.16	0.22	
3795627814		0.29	0.04	0.41	0.2	0.33	0.3	0.35	0.37	
1107837085		0.31	0.28	0.43	0.42	0.61	0.37	0.25	0.34	
4492207332		0.38	0.41	0.26	0.22	0.563333333333	0.39	0.24	0.32	
707361456677752834		0.42	0.68	0.43	0.4	0.59	0.5	0.45	0.59	
16043205		0.42	0.18	0.45	0.14	0.26	0.13	0.13	0.33	
2477650625		0.28	0.28	0.25	0.15	0.25	0.45	0.18	0.22	
2640418981		0.52	0.75	0.56	0.59	0.47	0.66	0.64	0.65	
183875464		0.44	0.36	0.54	0.36	0.51	0.61	0.65	0.46	
786611393092919297		0.3	0.18	0.3	0.26	0.48	0.416666666667	0.43	0.27	
334130885		0.27	0.03	0.2	0.27	0.41	0.31	0.17	0.2	
738159472632176641		0.3	0.26	0.28	0.27	0.49	0.46	0.54	0.29	
3167885128		0.47	0.17	0.56	0.38	0.43	0.26	0.19	0.35	
17748048		0.22	0.4	0.26	0.24	0.46	0.33	0.29	0.25	
548828636		0.52	0.37	0.43	0.33	0.4	0.29	0.27	0.52	
1914180367		0.37	0.23	0.53	0.33	0.41	0.33	0.41	0.34	
99847545		0.09	0.09	0.22	0.24	0.27	0.38	0.33	0.19	
785334690454659073		0.33	0.59	0.52	0.24	0.52	0.47	0.41	0.45	
988792045		0.27	0.25	0.3	0.43	0.35	0.21	0.14	0.31	
4802984436		0.42	0.23	0.27	0.4	0.37	0.55	0.43	0.46	
189632299		0.45	0.4	0.41	0.58	0.58	0.4	0.37	0.33	
1349357568		0.39	0.16	0.23	0.47	0.55	0.53	0.43	0.24	
552421902		0.43	0.66	0.24	0.44	0.33	0.23	0.31	0.49	
2986665808		0.22	0.06	0.25	0.18	0.26	0.26	0.08	0.25	
74468291		0.24	0.14	0.16	0.19	0.4	0.15	0.39	0.21	
3406355121		0.37	0.31	0.36	0.48	0.56	0.4	0.48	0.35	
780484087907778561		0.6	0.767570093458	0.29	0.891	0.84	0.98	0.787951843463	0.54	
3244962238		0.41	0.27	0.3	0.49	0.35	0.15	0.15	0.23	
3341167402		0.44	0.48	0.42	0.54	0.56	0.44	0.39	0.47	
25291915		0.24	0.17	0.23	0.31	0.266666666667	0.4	0.25	0.18	
785082142636191744		0.4	0.44	0.41	0.41	0.39	0.37	0.32	0.48	
189990034		0.34	0.21	0.36	0.29	0.38	0.373333333333	0.28	0.31	
1403325440		0.38	0.17	0.29	0.56	0.31	0.27	0.33	0.43	
188105034		0.34	0.2	0.27	0.31	0.27	0.2	0.39	0.34	
95926972		0.29	0.23	0.29	0.35	0.38	0.22	0.18	0.14	
160194497		0.23	0.04	0.2	0.29	0.23	0.27	0.14	0.23	
457664731		0.25	0.09	0.15	0.24	0.28	0.19	0.11	0.2	
43959446		0.31	0.12	0.36	0.39	0.46	0.34	0.17	0.23	
373697514		0.42	0.2	0.34	0.28	0.42	0.41	0.16	0.23	
790990019208945665		0.43	0.46	0.54	0.39	0.42	0.51	0.66	0.43	
164918214		0.42	0.34	0.43	0.47	0.36	0.37	0.42	0.33	
1871356207		0.41	0.29	0.34	0.25	0.46	0.27	0.17	0.31	
2535329815		0.42	0.57	0.51	0.32	0.32	0.45	0.55	0.58	
846744007		0.35	0.22	0.4	0.29	0.49	0.36	0.31	0.23	
471546419		0.13	0.04	0.08	0.31	0.4	0.14	0.23	0.07	
1112144912		0.27	0.08	0.25	0.3	0.33	0.21	0.09	0.19	
3167133651		0.47	0.6	0.5	0.3	0.58	0.52	0.52	0.45	
1359561847		0.36	0.25	0.34	0.36	0.34	0.29	0.08	0.25	
746116280856514560		0.41	0.33	0.41	0.22	0.46	0.32	0.38	0.3	
756656323702456320		0.31	0.29	0.26	0.29	0.33	0.3	0.41	0.22	
3219494347		0.58	0.26	0.59	0.25	0.67	0.6	0.26	0.39	
896663095		0.17	0.0	0.23	0.02	0.22	0.12	0.31	0.17	
22707143		0.36	0.26	0.46	0.63	0.4	0.37	0.53	0.39	
783992865257099264		0.47	0.39	0.24	0.4	0.45	0.35	0.25	0.29	
1573693302		0.41	0.44	0.52	0.38	0.54	0.51	0.46	0.34	
2806471434		0.17	0.41	0.32	0.15	0.25	0.29	0.41	0.27	
2278259582		0.32	0.29	0.31	0.37	0.45	0.35	0.36	0.3	
780543746911776772		0.37	0.47	0.34	0.42	0.55	0.5	0.42	0.42	
68031935		0.28	0.24	0.19	0.43	0.54	0.36	0.17	0.3	
29051099		0.56	0.47	0.47	0.37	0.54	0.21	0.31	0.44	
788525625120329729		0.44	0.65	0.46	0.39	0.44	0.35	0.6	0.53	
49139523		0.32	0.3	0.14	0.33	0.37	0.23	0.07	0.21	
281582041		0.3	0.03	0.25	0.19	0.38	0.13	0.14	0.16	
750707209970024448		0.35	0.25	0.46	0.54	0.48	0.59	0.41	0.39	
4907357938		0.42	0.24	0.57	0.28	0.49	0.36	0.25	0.29	
736664723505086464		0.55	0.35	0.4	0.46	0.49	0.26	0.3	0.35	
2515686963		0.42	0.1	0.56	0.17	0.25	0.46	0.49	0.28	
4397021841		0.54	0.38	0.6	0.43	0.5	0.33	0.42	0.57	
760105555658625024		0.23	0.11	0.35	0.13	0.36	0.23	0.2	0.24	
68766132		0.17	0.26	0.09	0.09	0.41	0.31	0.31	0.13	
188425645		0.4	0.19	0.47	0.39	0.55	0.51	0.26	0.38	
433180944		0.46	0.08	0.31	0.59	0.52	0.53	0.09	0.35	
459454101		0.26	0.08	0.34	0.19	0.4	0.34	0.32	0.24	
235391593		0.17	0.07	0.18	0.09	0.46	0.3	0.28	0.1	
504914912		0.55	0.18	0.57	0.47	0.47	0.37	0.29	0.47	
25333580		0.26	0.13	0.22	0.22	0.41	0.13	0.2	0.2	
3241032604		0.41	0.15	0.18	0.22	0.38	0.35	0.37	0.24	
132378981		0.22	0.03	0.19	0.3	0.18	0.2	0.38	0.29	
998397548		0.48	0.58	0.49	0.42	0.32	0.4	0.25	0.46	
3852632832		0.22	0.0	0.31	0.16	0.34	0.18	0.13	0.17	
570327991		0.45	0.28	0.43	0.1	0.3	0.25	0.1	0.39	
2341977604		0.39	0.19	0.18	0.4	0.42	0.27	0.24	0.27	
2935585568		0.33	0.23	0.2	0.27	0.41	0.2	0.32	0.3	
22211869		0.24	0.11	0.28	0.19	0.34	0.32	0.47	0.19	
4799007915		0.42	0.18	0.27	0.57	0.54	0.24	0.21	0.34	
2660410752		0.52	0.34	0.35	0.44	0.5	0.5	0.32	0.37	
27359464		0.38	0.3	0.39	0.47	0.5	0.36	0.52	0.37	
268653902		0.31	0.41	0.47	0.18	0.73	0.57	0.29	0.33	
720211359078592513		0.34	0.36	0.32	0.18	0.43	0.45	0.37	0.21	
175907485		0.4	0.26	0.17	0.5	0.59	0.31	0.28	0.35	
127349780		0.39	0.18	0.25	0.34	0.36	0.28	0.16	0.27	
2270414820		0.49	0.36	0.4	0.48	0.6	0.49	0.41	0.32	
1516900555		0.24	0.18	0.37	0.12	0.35	0.34	0.25	0.2	
47245107		0.36	0.28	0.33	0.35	0.37	0.41	0.2	0.33	
2448553039		0.38	0.31	0.55	0.57	0.46	0.36	0.27	0.4	
2271813558		0.36	0.59	0.22	0.41	0.35	0.18	0.46	0.47	
2148332881		0.44	0.5	0.36	0.27	0.29	0.26	0.45	0.34	
994459970		0.29	0.2	0.14	0.19	0.46	0.37	0.24	0.2	
24006136		0.5	0.48	0.48	0.55	0.53	0.52	0.58	0.54	
1901735065		0.46	0.45	0.55	0.46	0.47	0.62	0.78	0.39	
60927886		0.37	0.28	0.14	0.06	0.35	0.18	0.04	0.26	
64431010		0.5	0.26	0.6	0.42	0.41	0.35	0.35	0.51	
771472487091671040		0.17	0.11	0.12	0.27	0.21	0.19	0.25	0.21	
2954831674		0.54	0.4	0.62	0.43	0.52	0.43	0.46	0.52	
85940335		0.33	0.25	0.35	0.16	0.52	0.38	0.27	0.4	
3369938530		0.47	0.16	0.43	0.42	0.48	0.32	0.33	0.45	
2718236783		0.35	0.23	0.33	0.54	0.36	0.2	0.43	0.33	
114255340		0.28	0.04	0.19	0.08	0.34	0.08	0.22	0.17	
740369320388108288		0.2	0.04	0.22	0.37	0.36	0.3	0.19	0.13	
113238199		0.57	0.35	0.54	0.43	0.54	0.64	0.55	0.48	
2600363390		0.4	0.46	0.39	0.09	0.53	0.45	0.71	0.26	
2433004597		0.3	0.12	0.13	0.16	0.35	0.35	0.07	0.15	
1141027980		0.35	0.3	0.43	0.5	0.46	0.35	0.35	0.33	
4779554234		0.44	0.27	0.51	0.18	0.56	0.45	0.53	0.32	
2262574488		0.23	0.05	0.16	0.29	0.32	0.38	0.38	0.15	
427190975		0.55	0.2	0.54	0.37	0.43	0.54	0.62	0.42	
417407843		0.08	0.03	0.17	0.04	0.31	0.12	0.23	0.08	
763931106869522435		0.32	0.2	0.4	0.37	0.41	0.25	0.31	0.29	
18647663		0.49	0.3	0.4	0.57	0.67	0.29	0.25	0.42	
14346664		0.36	0.36	0.38	0.34	0.39	0.315	0.15	0.3	
743168613415149568		0.47	0.23	0.36	0.48	0.38	0.51	0.23	0.46	
59769244		0.22	0.16	0.13	0.22	0.35	0.46	0.24	0.11	
98722292		0.32	0.19	0.44	0.46	0.5	0.41	0.19	0.45	
705450758490218496		0.48	0.37	0.58	0.34	0.41	0.29	0.33	0.42	
2849529551		0.28	0.05	0.34	0.27	0.34	0.29	0.16	0.2	
710103426865225728		0.53	0.47	0.45	0.35	0.46	0.6	0.51	0.38	
786711289427034113		0.22	0.12	0.46	0.24	0.34	0.37	0.23	0.25	
3319845546		0.3	0.25	0.4	0.32	0.33	0.34	0.3	0.18	
3001383634		0.36	0.21	0.71	0.74	0.45	0.51	0.4	0.34	
102027325		0.52	0.53	0.22	0.21	0.35	0.56	0.44	0.54	
743125492224626689		0.56	0.46	0.51	0.6	0.58	0.64	0.57	0.41	
1235699436		0.24	0.05	0.32	0.23	0.3	0.42	0.46	0.23	
3953871255		0.38	0.37	0.2	0.57	0.32	0.16	0.23	0.39	
781613701434597376		0.47	0.64	0.54	0.35	0.43	0.43	0.61	0.55	
337357621		0.26	0.11	0.16	0.33	0.41	0.24	0.2	0.14	
853766604		0.23	0.11	0.3	0.28	0.33	0.26	0.21	0.19	
122241218		0.45	0.37	0.6	0.3	0.46	0.52	0.61	0.44	
1904325156		0.38	0.27	0.26	0.34	0.39	0.27	0.11	0.34	
750831076830883840		0.38	0.18	0.793147133651	0.37	0.53	0.95	0.68	0.34	
3105345650		0.48	0.3	0.56	0.55	0.4	0.48	0.46	0.51	
4198082894		0.37	0.16	0.24	0.27	0.49	0.21	0.3	0.18	
373954620		0.35	0.17	0.26	0.38	0.38	0.24	0.34	0.21	
26210888		0.48	0.34	0.62	0.45	0.46	0.48	0.1	0.55	
250131859		0.27	0.05	0.31	0.26	0.49	0.27	0.13	0.2	
4749272904		0.37	0.21	0.27	0.37	0.1	0.12	0.21	0.27	
4903246469		0.31	0.23	0.4	0.29	0.5	0.41	0.51	0.38	
736951440		0.26	0.07	0.47	0.12	0.33	0.32	0.26	0.24	
2701497017		0.47	0.25	0.61	0.25	0.58	0.46	0.42	0.45	
808152564		0.16	0.12	0.13	0.25	0.18	0.14	0.13	0.22	
704491303132798976		0.35	0.29	0.41	0.23	0.42	0.41	0.62	0.32	
733346502987423745		0.35	0.19	0.2	0.27	0.3	0.18	0.18	0.23	
498525256		0.12	0.09	0.18	0.29	0.28	0.18	0.33	0.18	
3376083604		0.29	0.16	0.41	0.07	0.3	0.29	0.12	0.2	
3386286814		0.32	0.12	0.31	0.22	0.41	0.46	0.26	0.38	
562364861		0.36	0.39	0.4	0.27	0.39	0.49	0.64	0.31	
27686745		0.3	0.39	0.38	0.41	0.34	0.25	0.2	0.45	
716718406515429377		0.5	0.35	0.63	0.21	0.44	0.13	0.25	0.53	
2447749345		0.23	0.11	0.36	0.26	0.19	0.29	0.33	0.27	
1337323836		0.34	0.13	0.18	0.18	0.47	0.39	0.13	0.19	
768163767376936960		0.28	0.17	0.34	0.29	0.39	0.31	0.2	0.37	
733513268		0.48	0.33	0.4	0.46	0.49	0.43	0.48	0.37	
782798424466984960		0.39	0.4	0.41	0.26	0.5	0.55	0.44	0.32	
700948434		0.3	0.13	0.41	0.16	0.46	0.38	0.59	0.24	
178830272		0.41	0.34	0.46	0.28	0.21	0.22	0.07	0.33	
3193595360		0.25	0.15	0.18	0.54	0.36	0.27	0.26	0.34	
3245699586		0.44	0.49	0.42	0.51	0.42	0.55	0.78	0.52	
378126181		0.37	0.36	0.12	0.35	0.31	0.28	0.38	0.2	
788781328040878083		0.27	0.07	0.31	0.23	0.42	0.28	0.29	0.18	
22675126		0.49	0.33	0.51	0.66	0.62	0.55	0.74	0.38	
428224490		0.44	0.32	0.56	0.51	0.53	0.35	0.46	0.29	
15665455		0.1	0.07	0.09	0.22	0.15	0.09	0.54	0.11	
738955727339986944		0.37	0.37	0.3	0.29	0.45	0.16	0.3	0.31	
303450744		0.35	0.38	0.24	0.52	0.49	0.25	0.38	0.28	
865590798		0.15	0.11	0.41	0.17	0.26	0.39	0.39	0.21	
3620475495		0.22	0.43	0.3	0.34	0.32	0.46	0.42	0.27	
3027046846		0.25	0.06	0.3	0.23	0.47	0.29	0.19	0.24	
708265425998618625		0.38	0.24	0.21	0.36	0.44	0.16	0.12	0.34	
920075616		0.31	0.11	0.21	0.23	0.36	0.21	0.21	0.24	
4399710327		0.6	0.46	0.54	0.5	0.52	0.57	0.49	0.47	
345613749		0.53	0.37	0.56	0.53	0.58	0.49	0.44	0.48	
25550683		0.37	0.41	0.34	0.37	0.45	0.31	0.49	0.27	
4893582459		0.36	0.26	0.38	0.32	0.45	0.33	0.35	0.32	
