userID	username	All	User	Friend	Network	Content	Sentiment	Temporal	LanguageAgnostic
705188226827333632		0.41	0.29	0.36	0.4	0.38	0.24	0.36	0.36	
777491168640790529		0.5	0.65	0.51	0.35	0.43	0.57	0.47	0.57	
709366453531774976		0.29	0.22	0.3	0.54	0.48	0.31	0.05	0.28	
116929833		0.23	0.05	0.33	0.17	0.43	0.23	0.21	0.16	
35862756		0.32	0.45	0.28	0.35	0.41	0.29	0.07	0.23	
380128157		0.36	0.02	0.64	0.45	0.64	0.76	0.67	0.37	
704353869795606528		0.35	0.39	0.39	0.66	0.26	0.27	0.34	0.4	
756695231697915904		0.22	0.25	0.15	0.19	0.44	0.196666666667	0.17	0.26	
29888553		0.26	0.11	0.18	0.29	0.27	0.25	0.14	0.25	
1469799151		0.37	0.27	0.29	0.4	0.41	0.26	0.1	0.42	
2252657305		0.19	0.02	0.07	0.06	0.26	0.15	0.36	0.09	
761488158492069888		0.38	0.2	0.32	0.61	0.43	0.39	0.4	0.27	
27435320		0.3	0.13	0.37	0.4	0.47	0.22	0.29	0.43	
3718933637		0.35	0.13	0.28	0.39	0.35	0.34	0.21	0.26	
392186652		0.24	0.02	0.32	0.23	0.3	0.13	0.08	0.16	
2316421645		0.32	0.14	0.25	0.44	0.45	0.52	0.14	0.21	
162617060		0.44	0.3	0.56	0.47	0.68	0.59	0.57	0.32	
1078364629		0.29	0.09	0.44	0.21	0.36	0.2	0.39	0.27	
777220417		0.47	0.56	0.43	0.23	0.6	0.49	0.53	0.62	
701119349986193408		0.29	0.09	0.23	0.51	0.33	0.2	0.2	0.36	
157412646		0.34	0.16	0.33	0.45	0.34	0.5	0.32	0.37	
324793493		0.35	0.12	0.33	0.6	0.41	0.19	0.35	0.39	
3157444563		0.51	0.5	0.38	0.35	0.47	0.62	0.59	0.51	
745596884203495424		0.34	0.45	0.24	0.42	0.44	0.4	0.54	0.32	
32089224		0.27	0.22	0.36	0.4	0.28	0.13	0.07	0.28	
793535927964561409		0.33	0.32	0.23	0.19	0.37	0.19	0.35	0.3	
3141141642		0.24	0.06	0.25	0.29	0.31	0.16	0.18	0.27	
1420535665		0.47	0.33	0.68	0.46	0.49	0.55	0.49	0.48	
4835568794		0.36	0.26	0.24	0.35	0.49	0.49	0.42	0.35	
18856444		0.25	0.06	0.21	0.15	0.29	0.27	0.14	0.21	
782439353645576192		0.49	0.26	0.51	0.26	0.43	0.46	0.53	0.33	
713031225141669889		0.47	0.21	0.33	0.45	0.49	0.37	0.32	0.42	
347229647		0.3	0.07	0.21	0.22	0.3	0.28	0.09	0.16	
718274256036106240		0.45	0.36	0.34	0.21	0.49	0.52	0.55	0.39	
379392631		0.28	0.32	0.29	0.25	0.66	0.44	0.55	0.24	
408949404		0.27	0.2	0.37	0.23	0.31	0.31	0.47	0.33	
2477401360		0.48	0.69	0.53	0.83	0.41	0.67	0.25	0.55	
1931086572		0.39	0.28	0.24	0.1	0.38	0.4	0.38	0.31	
104667778		0.52	0.31	0.65	0.41	0.55	0.35	0.17	0.55	
4855587569		0.42	0.36	0.33	0.53	0.38	0.37	0.49	0.41	
62329472		0.46	0.22	0.57	0.25	0.33	0.37	0.48	0.52	
790929577816104962		0.18	0.37	0.22	0.09	0.49	0.15	0.16	0.2	
1247805630		0.31	0.22	0.41	0.12	0.4	0.4	0.34	0.35	
36761914		0.31	0.34	0.26	0.36	0.35	0.3	0.1	0.31	
723177563099533312		0.42	0.25	0.27	0.49	0.55	0.37	0.23	0.29	
809505366		0.6	0.25	0.62	0.43	0.6	0.45	0.48	0.51	
783404381337157632		0.41	0.38	0.26	0.35	0.23	0.22	0.12	0.4	
2946693571		0.38	0.15	0.23	0.12	0.4	0.3	0.09	0.17	
340051771		0.18	0.01	0.17	0.3	0.28	0.18	0.08	0.23	
1537603038		0.29	0.39	0.37	0.700833333333	0.44	0.49	0.37	0.25	
773144623812186112		0.36	0.12	0.32	0.21	0.3	0.23	0.23	0.33	
1138178221		0.31	0.17	0.3	0.48	0.46	0.36	0.21	0.18	
469887806		0.27	0.18	0.17	0.2	0.36	0.16	0.11	0.13	
4046491581		0.4	0.39	0.51	0.31	0.37	0.47	0.78	0.39	
25895250		0.45	0.26	0.57	0.3	0.56	0.34	0.15	0.52	
3997346243		0.33	0.37	0.27	0.26	0.37	0.18	0.5	0.3	
762347611693219840		0.29	0.28	0.23	0.33	0.46	0.35	0.53	0.3	
209933250		0.22	0.04	0.15	0.19	0.31	0.06	0.12	0.13	
179180471		0.38	0.41	0.3	0.38	0.45	0.44	0.28	0.39	
971075875		0.29	0.05	0.43	0.3	0.34	0.24	0.44	0.31	
327029038		0.35	0.18	0.41	0.34	0.51	0.3	0.33	0.28	
1077757998		0.29	0.22	0.29	0.37	0.52	0.22	0.11	0.22	
860748115		0.22	0.19	0.44	0.21	0.46	0.25	0.58	0.3	
1902827713		0.35	0.34	0.29	0.43	0.43	0.36	0.2	0.29	
1477224776		0.3	0.39	0.2	0.26	0.29	0.32	0.23	0.19	
288283415		0.47	0.64	0.26	0.22	0.34	0.13	0.27	0.52	
974644963		0.26	0.23	0.27	0.37	0.38	0.48	0.37	0.25	
180080295		0.27	0.08	0.17	0.34	0.38	0.33	0.2	0.25	
855644246		0.47	0.41	0.48	0.23	0.44	0.54	0.37	0.37	
516652197		0.33	0.18	0.4	0.33	0.45	0.39	0.48	0.22	
4819321691		0.2	0.01	0.18	0.18	0.2	0.12	0.05	0.21	
3187006614		0.41	0.21	0.23	0.49	0.3475	0.41	0.25	0.3	
2330964507		0.4	0.41	0.56	0.65	0.42	0.65	0.69	0.56	
54153498		0.52	0.27	0.43	0.43	0.55	0.24	0.53	0.51	
703795647380520960		0.5	0.25	0.22	0.21	0.37	0.36	0.08	0.25	
160725808		0.28	0.2	0.25	0.15	0.35	0.34	0.34	0.29	
2424221617		0.22	0.07	0.21	0.07	0.44	0.19	0.27	0.19	
249925176		0.19	0.15	0.34	0.16	0.33	0.2	0.06	0.22	
54464270		0.22	0.31	0.43	0.31	0.37	0.42	0.53	0.29	
136261853		0.44	0.46	0.57	0.25	0.55	0.58	0.56	0.37	
2489839538		0.31	0.13	0.3	0.35	0.24	0.34	0.26	0.29	
698992648275804160		0.44	0.23	0.26	0.48	0.51	0.25	0.35	0.36	
32936248		0.38	0.48	0.41	0.4	0.61	0.57	0.48	0.38	
770249753409916928		0.3	0.3	0.53	0.37	0.33	0.51	0.51	0.36	
2189192926		0.29	0.11	0.4	0.3	0.38	0.45	0.22	0.2	
1033381926		0.24	0.05	0.41	0.2	0.41	0.45	0.21	0.23	
42283761		0.42	0.25	0.48	0.31	0.52	0.54	0.61	0.34	
2253749594		0.35	0.23	0.18	0.42	0.43	0.31	0.2	0.25	
434516840		0.26	0.12	0.43	0.23	0.47	0.28	0.34	0.35	
2372162220		0.47	0.47	0.47	0.68	0.58	0.47	0.77	0.61	
2611066880		0.27	0.21	0.24	0.22	0.25	0.13	0.09	0.23	
178081614		0.43	0.46	0.21	0.03	0.16	0.12	0.14	0.49	
499028306		0.25	0.03	0.18	0.2	0.43	0.17	0.09	0.16	
3318210126		0.48	0.34	0.46	0.27	0.53	0.38	0.44	0.51	
13823302		0.31	0.26	0.23	0.19	0.37	0.33	0.38	0.16	
1911043860		0.43	0.51	0.38	0.45	0.57	0.58	0.29	0.38	
419207807		0.44	0.23	0.46	0.48	0.42	0.46	0.47	0.42	
1351595492		0.4	0.37	0.11	0.18	0.4	0.12	0.09	0.17	
177631621		0.32	0.12	0.25	0.16	0.28	0.27	0.41	0.17	
790376106360770560		0.27	0.15	0.32	0.3	0.43	0.27	0.27	0.24	
244468236		0.3	0.0	0.46	0.52	0.73	0.76	0.57	0.18	
36682899		0.41	0.3	0.31	0.53	0.44	0.41	0.35	0.37	
773932994319056898		0.33	0.28	0.32	0.48	0.4	0.21	0.34	0.43	
1120985490		0.45	0.36	0.45	0.29	0.46	0.58	0.73	0.33	
786341891117809665		0.34	0.24	0.33	0.26	0.24	0.29	0.39	0.32	
2823620637		0.48	0.32	0.65	0.53	0.54	0.5	0.45	0.49	
718319754		0.42	0.57	0.34	0.42	0.46	0.11	0.33	0.29	
184463503		0.22	0.16	0.22	0.29	0.33	0.46	0.14	0.26	
773740179265818624		0.37	0.15	0.36	0.35	0.46	0.29	0.3	0.4	
3011501357		0.2	0.14	0.41	0.43	0.32	0.38	0.24	0.2	
3127506759		0.25	0.22	0.28	0.34	0.34	0.13	0.33	0.27	
1543986138		0.49	0.49	0.35	0.24	0.2	0.2	0.26	0.41	
373639180		0.22	0.03	0.24	0.12	0.49	0.3	0.37	0.27	
28625375		0.35	0.52	0.37	0.52	0.48	0.47	0.46	0.41	
2371990877		0.22	0.26	0.4	0.13	0.17	0.32	0.31	0.19	
37505298		0.28	0.11	0.23	0.32	0.36	0.37	0.31	0.16	
760513210680086529		0.2	0.42	0.22	0.25	0.4	0.25	0.42	0.18	
711222533438181376		0.58	0.68	0.51	0.48	0.58	0.72	0.71	0.58	
1161745994		0.29	0.07	0.27	0.23	0.37	0.3	0.25	0.19	
3961244363		0.52	0.37	0.57	0.43	0.56	0.64	0.64	0.51	
109991420		0.34	0.11	0.27	0.25	0.49	0.48	0.14	0.3	
16636188		0.41	0.29	0.51	0.32	0.49	0.27	0.39	0.52	
3438614458		0.31	0.31	0.51	0.49	0.39	0.34	0.35	0.52	
1692595236		0.43	0.38	0.25	0.53	0.47	0.2	0.19	0.27	
758533677668143105		0.14	0.26	0.27	0.27	0.48	0.42	0.41	0.18	
1260815024		0.26	0.1	0.24	0.25	0.43	0.17	0.07	0.22	
15920162		0.47	0.25	0.4	0.3	0.32	0.22	0.38	0.41	
712441389649256448		0.32	0.02	0.49	0.27	0.21	0.21	0.19	0.36	
147202461		0.44	0.15	0.45	0.2	0.36	0.44	0.36	0.42	
2916303139		0.45	0.68	0.42	0.49	0.43	0.36	0.38	0.53	
236734401		0.16	0.04	0.3	0.23	0.44	0.47	0.14	0.17	
3438584962		0.36	0.57	0.54	0.26	0.47	0.44	0.71	0.37	
334267452		0.31	0.19	0.41	0.16	0.36	0.53	0.4	0.28	
264478251		0.33	0.14	0.27	0.31	0.41	0.32	0.66	0.16	
2388542496		0.23	0.06	0.16	0.16	0.21	0.09	0.12	0.24	
3896778134		0.27	0.22	0.34	0.19	0.23	0.28	0.51	0.28	
287434334		0.46	0.22	0.62	0.43	0.54	0.46	0.36	0.48	
754338098184593409		0.49	0.4	0.55	0.27	0.57	0.55	0.44	0.4	
2672693279		0.39	0.1	0.71	0.37	0.47	0.56	0.435	0.3	
792079142292336640		0.31	0.57	0.39	0.18	0.36	0.27	0.21	0.36	
143088640		0.4	0.36	0.58	0.39	0.62	0.51	0.24	0.51	
467810972		0.34	0.66	0.31	0.22	0.27	0.2	0.11	0.48	
4893882332		0.47	0.34	0.63	0.22	0.47	0.58	0.65783919598	0.41	
2727324168		0.48	0.4	0.61	0.19	0.6	0.34	0.06	0.43	
720920519269179392		0.38	0.19	0.35	0.07	0.29	0.35	0.23	0.28	
2338854559		0.59	0.31	0.52	0.43	0.47	0.55	0.24	0.56	
271602903		0.47	0.51	0.25	0.3	0.47	0.26	0.31	0.43	
582484170		0.18	0.01	0.48	0.19	0.36	0.37	0.41	0.21	
2626320126		0.21	0.04	0.23	0.39	0.18	0.46	0.22	0.25	
773952818755538945		0.34	0.13	0.42	0.38	0.42	0.31	0.37	0.31	
1898347759		0.26	0.23	0.41	0.22	0.33	0.32	0.41	0.2	
1838538889		0.54	0.47	0.43	0.57	0.5	0.5	0.32	0.46	
2227380924		0.4	0.09	0.32	0.34	0.4	0.33	0.34	0.23	
2783495877		0.36	0.62	0.45	0.25	0.34	0.48	0.23	0.36	
735339050278760450		0.32	0.32	0.32	0.22	0.34	0.43	0.5	0.26	
985846790		0.25	0.03	0.2	0.12	0.3	0.19	0.22	0.15	
2821894685		0.32	0.24	0.09	0.19	0.26	0.14	0.11	0.35	
170475006		0.26	0.06	0.29	0.17	0.4	0.2	0.13	0.19	
591951432		0.56	0.32	0.66	0.27	0.54	0.48	0.35	0.51	
33759677		0.35	0.22	0.29	0.32	0.19	0.28	0.15	0.3	
34955929		0.28	0.1	0.24	0.45	0.35	0.24	0.09	0.21	
482788403		0.33	0.1	0.44	0.2	0.53	0.65	0.27	0.36	
4472117056		0.34	0.51	0.25	0.47	0.56	0.42	0.32	0.39	
336594986		0.52	0.48	0.62	0.41	0.57	0.42	0.41	0.47	
755703		0.34	0.46	0.58	0.27	0.47	0.34	0.67	0.33	
37845006		0.29	0.27	0.21	0.54	0.44	0.28	0.34	0.28	
820869301		0.24	0.08	0.23	0.43	0.49	0.4	0.4	0.29	
252804421		0.37	0.02	0.34	0.53	0.57	0.29	0.2	0.34	
3055785488		0.3	0.41	0.26	0.41	0.54	0.64	0.59	0.35	
1857282618		0.38	0.17	0.21	0.23	0.42	0.48	0.13	0.33	
420087425		0.23	0.1	0.25	0.11	0.41	0.2	0.44	0.15	
31627144		0.33	0.13	0.2	0.45	0.51	0.24	0.17	0.21	
524609349		0.55	0.28	0.6	0.27	0.26	0.34	0.18	0.38	
802803109		0.21	0.03	0.21	0.15	0.25	0.08	0.09	0.18	
204032583		0.12	0.11	0.1	0.21	0.43	0.36	0.37	0.16	
360270732		0.31	0.06	0.29	0.25	0.31	0.36	0.29	0.26	
3379450024		0.43	0.43	0.44	0.43	0.54	0.46	0.5	0.48	
413110177		0.13	0.05	0.08	0.04	0.36	0.09	0.14	0.02	
704028193766772736		0.18	0.04	0.34	0.2	0.35	0.18	0.22	0.25	
2429289774		0.36	0.12	0.18	0.32	0.53	0.07	0.11	0.3	
255640383		0.18	0.13	0.08	0.22	0.26	0.19	0.06	0.11	
4636720889		0.31	0.19	0.32	0.39	0.46	0.5	0.37	0.22	
1715873324		0.26	0.29	0.25	0.24	0.39	0.33	0.32	0.31	
704009067245645826		0.51	0.21	0.35	0.35	0.53	0.42	0.41	0.39	
2470194618		0.38	0.28	0.65	0.32	0.41	0.41	0.33	0.45	
257735479		0.29	0.19	0.05	0.36	0.34	0.28	0.21	0.34	
259873237		0.22	0.23	0.25	0.23	0.42	0.32	0.48	0.21	
64487506		0.34	0.2	0.64	0.16	0.28	0.31	0.27	0.62	
49179096		0.43	0.25	0.51	0.5	0.38	0.31	0.2	0.42	
376514922		0.37	0.02	0.46	0.52	0.71	0.64	0.13	0.22	
1661263351		0.41	0.28	0.44	0.18	0.33	0.22	0.32	0.37	
2302191793		0.38	0.35	0.26	0.33	0.35	0.21	0.22	0.23	
3292255936		0.29	0.17	0.31	0.14	0.52	0.31	0.2	0.21	
4821536444		0.29	0.15	0.32	0.17	0.48	0.25	0.27	0.21	
709451112739262465		0.41	0.72	0.37	0.48	0.34	0.17	0.24	0.42	
4237561584		0.28	0.23	0.47	0.48	0.36	0.37	0.49	0.24	
18220885		0.34	0.29	0.2	0.42	0.42	0.23	0.23	0.27	
787017904608817152		0.5	0.34	0.55	0.26	0.45	0.5	0.42	0.51	
2189273233		0.26	0.3	0.35	0.22	0.33	0.29	0.41	0.2	
42332843		0.32	0.09	0.5	0.19	0.29	0.27	0.22	0.29	
3408887953		0.3	0.27	0.43	0.38	0.29	0.38	0.45	0.55	
1398294475		0.4	0.32	0.49	0.33	0.49	0.26	0.39	0.49	
1072323325		0.21	0.41	0.15	0.29	0.3	0.24	0.13	0.23	
365109321		0.54	0.39	0.42	0.39	0.4	0.41	0.64	0.37	
14464961		0.38	0.18	0.45	0.32	0.34	0.25	0.19	0.33	
4320809783		0.44	0.25	0.27	0.47	0.4	0.35	0.27	0.34	
456775778		0.51	0.41	0.33	0.5	0.48	0.43	0.24	0.41	
2892835481		0.48	0.27	0.44	0.35	0.52	0.44	0.46	0.33	
52398009		0.42	0.39	0.5	0.44	0.47	0.46	0.36	0.5	
95199214		0.58	0.26	0.62	0.42	0.44	0.3	0.18	0.46	
204452501		0.33	0.09	0.45	0.13	0.38	0.36	0.47	0.31	
302726162		0.35	0.12	0.24	0.32	0.44	0.35	0.16	0.22	
1719593449		0.37	0.18	0.37	0.37	0.42	0.41	0.11	0.3	
209274991		0.44	0.4	0.47	0.48	0.45	0.36	0.48	0.33	
2402815494		0.47	0.27	0.43	0.3	0.86	0.66	0.57	0.27	
2793025407		0.24	0.27	0.31	0.17	0.39	0.3	0.4	0.19	
14327678		0.29	0.28	0.33	0.69	0.47	0.52	0.31	0.33	
3010312991		0.37	0.14	0.35	0.41	0.52	0.28	0.13	0.32	
829500602		0.43	0.07	0.24	0.37	0.45	0.17	0.29	0.22	
17911160		0.34	0.14	0.23	0.46	0.46	0.25	0.18	0.24	
766776577942138881		0.3	0.04	0.35	0.3	0.2	0.36	0.23	0.19	
595843976		0.5	0.37	0.793147133651	0.78	0.52	0.7	0.83	0.466	
2354132022		0.29	0.27	0.31	0.42	0.31	0.26	0.18	0.34	
38030814		0.34	0.11	0.54	0.27	0.435	0.26	0.33	0.3	
1862092777		0.38	0.31	0.38	0.53	0.44	0.37	0.21	0.3	
757998745724162048		0.43	0.27	0.27	0.45	0.43	0.39	0.36	0.39	
525635864		0.5	0.42	0.44	0.19	0.49	0.38	0.69	0.34	
787155383231971328		0.35	0.14	0.25	0.34	0.51	0.41	0.41	0.3	
219831968		0.44	0.28	0.26	0.34	0.55	0.21	0.32	0.26	
43853719		0.22	0.05	0.32	0.18	0.45	0.25	0.13	0.08	
3289045495		0.49	0.19	0.47	0.41	0.37	0.37	0.26	0.38	
18811855		0.2	0.14	0.2	0.22	0.43	0.4	0.07	0.06	
34001553		0.39	0.27	0.6	0.37	0.44	0.47	0.46	0.51	
38766918		0.23	0.16	0.15	0.39	0.32	0.09	0.05	0.18	
1590030210		0.43	0.52	0.31	0.25	0.27	0.3	0.22	0.35	
2497286180		0.43	0.26	0.34	0.56	0.43	0.42	0.45	0.36	
4778460802		0.27	0.19	0.16	0.45	0.21	0.28	0.17	0.39	
308464109		0.57	0.34	0.6	0.68	0.59	0.44	0.37	0.55	
786552496135077888		0.39	0.52	0.46	0.43	0.56	0.5	0.46	0.4	
874696526		0.43	0.38	0.36	0.18	0.45	0.38	0.39	0.34	
2256871969		0.41	0.61	0.42	0.41	0.38	0.37	0.62	0.47	
2615179467		0.42	0.39	0.48	0.44	0.56	0.58	0.67	0.5	
711240496379727874		0.54	0.12	0.61	0.36	0.52	0.31	0.26	0.54	
434621274		0.43	0.23	0.34	0.4	0.6	0.67	0.51	0.27	
4885982967		0.4	0.27	0.46	0.58	0.54	0.34	0.33	0.38	
532694029		0.24	0.18	0.31	0.35	0.41	0.38	0.4	0.35	
2842521556		0.4	0.32	0.21	0.37	0.6	0.4	0.27	0.33	
192692803		0.36	0.27	0.28	0.38	0.39	0.47	0.15	0.28	
790320398047014912		0.19	0.14	0.34	0.22	0.46	0.17	0.41	0.22	
2366419128		0.34	0.2	0.27	0.46	0.41	0.28	0.24	0.29	
146434618		0.22	0.19	0.42	0.28	0.29	0.36	0.13	0.18	
522800679		0.39	0.13	0.43	0.36	0.76	0.83	0.62	0.21	
805036688		0.36	0.06	0.24	0.27	0.32	0.32	0.24	0.1	
776206082083467264		0.13	0.17	0.23	0.2	0.26	0.27	0.24	0.19	
736769348275208192		0.43	0.27	0.44	0.33	0.41	0.33	0.44	0.43	
482466047		0.45	0.11	0.66	0.35	0.49	0.37	0.29	0.33	
317418958		0.29	0.33	0.43	0.44	0.31	0.44	0.52	0.29	
28246439		0.25	0.14	0.39	0.2	0.43	0.35	0.25	0.19	
620245426		0.31	0.01	0.26	0.39	0.41	0.35	0.12	0.29	
202643200		0.36	0.25	0.28	0.46	0.38	0.15	0.29	0.34	
3407012584		0.39	0.21	0.29	0.56	0.44	0.4	0.26	0.19	
37168048		0.48	0.23	0.35	0.22	0.55	0.52	0.65	0.26	
746853969943724032		0.55	0.43	0.66	0.48	0.56	0.45	0.49	0.55	
20084570		0.41	0.35	0.24	0.51	0.52	0.36	0.37	0.3	
757534599018717184		0.36	0.29	0.18	0.24	0.43	0.41	0.52	0.19	
101489570		0.55	0.31	0.61	0.33	0.55	0.63	0.51	0.66	
42892907		0.05	0.11	0.13	0.08	0.33	0.16	0.26	0.05	
3324586557		0.33	0.17	0.33	0.31	0.32	0.15	0.11	0.27	
1689047689		0.35	0.3	0.36	0.32	0.34	0.35	0.48	0.26	
634653238		0.35	0.07	0.39	0.34	0.51	0.37	0.24	0.3	
776573144278728704		0.26	0.58	0.36	0.15	0.37	0.64	0.37	0.35	
34750300		0.37	0.33	0.17	0.26	0.39	0.47	0.55	0.41	
346574044		0.32	0.42	0.42	0.23	0.46	0.5	0.37	0.26	
3280945376		0.44	0.41	0.58	0.37	0.67	0.53	0.22	0.48	
44379469		0.23	0.1	0.44	0.18	0.42	0.48	0.22	0.2	
3177025910		0.22	0.18	0.25	0.2	0.32	0.16	0.14	0.27	
3322416832		0.34	0.2	0.24	0.55	0.51	0.41	0.43	0.29	
3937397053		0.38	0.11	0.31	0.48	0.3	0.24	0.19	0.45	
4193942273		0.36	0.32	0.26	0.43	0.38	0.21	0.27	0.32	
705902091793883136		0.38	0.17	0.29	0.27	0.43	0.18	0.14	0.26	
344789714		0.36	0.38	0.28	0.34	0.32	0.3	0.54	0.35	
2905440816		0.4	0.29	0.43	0.62	0.49	0.45	0.44	0.4	
33585235		0.49	0.57	0.51	0.36	0.46	0.34	0.3	0.51	
2737467326		0.29	0.22	0.37	0.25	0.35	0.42	0.36	0.22	
2550868435		0.32	0.16	0.36	0.35	0.45	0.2	0.15	0.33	
759063038683148288		0.44	0.23	0.53	0.25	0.54	0.45	0.36	0.5	
3685052935		0.33	0.13	0.34	0.3	0.35	0.25	0.28	0.34	
780513055646056448		0.4	0.41	0.44	0.41	0.4	0.67	0.56	0.35	
2723265539		0.56	0.56	0.5	0.43	0.48	0.43	0.42	0.54	
557862434		0.22	0.15	0.17	0.19	0.43	0.1	0.2	0.21	
11866582		0.52	0.48	0.46	0.22	0.44	0.25	0.37	0.42	
780817940308295681		0.33	0.27	0.35	0.23	0.43	0.31	0.32	0.28	
703884431745032194		0.31	0.04	0.21	0.05	0.31	0.214	0.2	0.21	
1866727674		0.5	0.47	0.29	0.07	0.27	0.06	0.19	0.35	
807889344		0.16	0.11	0.05	0.29	0.3	0.2	0.41	0.2	
779784828199854080		0.23	0.32	0.29	0.28	0.44	0.18	0.09	0.25	
2287763941		0.62	0.43	0.793147133651	0.86	0.895	0.9	0.86	0.46	
4829147098		0.58	0.32	0.65	0.45	0.44	0.19	0.19	0.52	
836628960		0.4	0.07	0.31	0.6	0.51	0.2	0.15	0.35	
198776337		0.41	0.3	0.21	0.59	0.47	0.31	0.25	0.25	
776920811848470528		0.25	0.08	0.41	0.26	0.3	0.28	0.07	0.27	
3258342944		0.29	0.21	0.31	0.28	0.3	0.23	0.33	0.35	
1572069818		0.49	0.26	0.37	0.37	0.44	0.44	0.37	0.33	
3703552944		0.35	0.21	0.31	0.36	0.53	0.49	0.33	0.31	
483463529		0.32	0.47	0.4	0.16	0.37	0.55	0.65	0.29	
360887816		0.28	0.0	0.15	0.14	0.36	0.18	0.18	0.2	
2987445857		0.16	0.17	0.06	0.18	0.24	0.26	0.29	0.1	
2967373553		0.21	0.01	0.1	0.23	0.25	0.08	0.08	0.14	
785882579207462913		0.26	0.28	0.45	0.28	0.34	0.28	0.26	0.34	
113478472		0.32	0.08	0.19	0.44	0.48	0.37	0.12	0.31	
1366631		0.68	0.25	0.64	0.63	0.55	0.38	0.08	0.47	
3717452056		0.52	0.22	0.66	0.63	0.55	0.43	0.3	0.57	
3294706108		0.37	0.25	0.25	0.48	0.47	0.34	0.24	0.27	
3396688756		0.32	0.32	0.23	0.34	0.31	0.32	0.11	0.22	
752861108369711104		0.38	0.46	0.46	0.36	0.57	0.57	0.68	0.36	
74030198		0.31	0.18	0.19	0.32	0.45	0.36	0.12	0.23	
230279984		0.49	0.24	0.45	0.59	0.47	0.36	0.56	0.44	
27871616		0.21	0.17	0.22	0.15	0.29	0.23	0.04	0.18	
4830482521		0.53	0.37	0.59	0.37	0.49	0.45	0.46	0.5	
783483894641418240		0.52	0.35	0.7	0.4	0.48	0.37	0.39	0.54	
145069503		0.38	0.46	0.15	0.19	0.31	0.21	0.15	0.43	
23114490		0.34	0.17	0.38	0.24	0.45	0.31	0.08	0.21	
364703609		0.22	0.31	0.31	0.11	0.42	0.34	0.23	0.35	
4053891260		0.26	0.19	0.4	0.23	0.33	0.23	0.51	0.2	
47085809		0.49	0.51	0.51	0.34	0.49	0.22	0.25	0.48	
3325083552		0.31	0.31	0.33	0.39	0.4	0.39	0.45	0.34	
1198491116		0.27	0.06	0.24	0.06	0.45	0.17	0.35	0.16	
3687874233		0.29	0.03	0.25	0.15	0.4	0.36	0.08	0.21	
713124570346049536		0.27	0.19	0.32	0.15	0.33	0.2	0.22	0.2	
598390719		0.46	0.29	0.47	0.49	0.41	0.25	0.27	0.44	
718030016043466753		0.57	0.24	0.48	0.56	0.39	0.29	0.18	0.5	
126097335		0.21	0.21	0.38	0.28	0.59	0.54	0.2	0.27	
796191410		0.51	0.22	0.6	0.33	0.45	0.35	0.24	0.59	
3609635354		0.25	0.05	0.18	0.17	0.39	0.23	0.33	0.17	
774686030406365184		0.39	0.2	0.25	0.54	0.29	0.37	0.08	0.39	
1325337348		0.47	0.45	0.68	0.67	0.43	0.45	0.5	0.48	
4236584177		0.38	0.2	0.34	0.4	0.43	0.1	0.11	0.28	
695726939622019072		0.51	0.44	0.69	0.58	0.51	0.53	0.44	0.46	
70998668		0.23	0.07	0.23	0.24	0.36	0.27	0.07	0.25	
82781637		0.24	0.21	0.2	0.15	0.35	0.13	0.15	0.25	
1128284827		0.23	0.07	0.06	0.12	0.45	0.12	0.08	0.16	
3653453173		0.48	0.21	0.31	0.36	0.45	0.34	0.27	0.33	
725141807110197250		0.36	0.16	0.35	0.12	0.49	0.3	0.21	0.24	
594891759		0.25	0.06	0.54	0.37	0.38	0.33	0.37	0.26	
43162247		0.37	0.22	0.3	0.37	0.55	0.35	0.32	0.24	
2995400509		0.33	0.11	0.27	0.23	0.44	0.3	0.35	0.22	
318721919		0.33	0.14	0.19	0.3	0.49	0.3	0.28	0.21	
55953050		0.43	0.28	0.33	0.2	0.35	0.31	0.41	0.41	
706189400829513728		0.41	0.58	0.4	0.35	0.46	0.17	0.38	0.49	
3228692530		0.38	0.22	0.37	0.52	0.35	0.41	0.12	0.3	
293328771		0.42	0.4	0.44	0.42	0.43	0.58	0.36	0.34	
3289768665		0.34	0.2	0.59	0.28	0.31	0.23	0.14	0.35	
519611939		0.43	0.31	0.42	0.26	0.4	0.49	0.38	0.33	
253362439		0.3	0.09	0.25	0.38	0.46	0.38	0.25	0.23	
743417091592622081		0.16	0.21	0.12	0.14	0.14	0.22	0.1	0.25	
4394692272		0.23	0.01	0.19	0.26	0.32	0.42	0.34	0.17	
65730921		0.26	0.15	0.04	0.37	0.22	0.11	0.46	0.13	
2916530488		0.23	0.1	0.29	0.21	0.47	0.3	0.52	0.2	
294116508		0.18	0.06	0.27	0.16	0.37	0.21	0.19	0.18	
2701302842		0.4	0.31	0.39	0.29	0.4	0.51	0.47	0.42	
2573859030		0.44	0.45	0.45	0.38	0.49	0.2	0.38	0.42	
785226051244863488		0.28	0.12	0.4	0.32	0.34	0.36	0.27	0.38	
159499110		0.25	0.15	0.29	0.21	0.49	0.26	0.22	0.21	
39593862		0.37	0.32	0.39	0.21	0.46	0.4	0.48	0.26	
1578868807		0.46	0.3	0.65	0.685	0.45	0.68	0.52	0.65	
2356985624		0.1	0.0	0.29	0.12	0.24	0.08	0.23	0.1	
1096566492		0.39	0.4	0.27	0.6	0.59	0.33	0.29	0.37	
